idx,result,time_s,max_depth,avg_depth,mincheck_calls,mincheck_time_s,added_clauses
2593,UNSAT,,,,,,
2594,UNSAT,,,,,,
2595,UNSAT,,,,,,
2596,UNSAT,,,,,,
2597,UNSAT,,,,,,
2598,TIMEOUT,,,,,,
2599,UNSAT,,,,,,
259,UNSAT,,,,,,
25,UNSAT,,,,,,
2600,UNSAT,,,,,,
2601,UNSAT,,,,,,
2602,UNSAT,,,,,,
2603,UNSAT,,,,,,
2604,TIMEOUT,,,,,,
2605,TIMEOUT,,,,,,
2606,UNSAT,,,,,,
2607,UNSAT,,,,,,
2608,UNSAT,,,,,,
2609,UNSAT,,,,,,
260,UNSAT,,,,,,
2610,UNSAT,,,,,,
2611,TIMEOUT,,,,,,
2612,UNSAT,,,,,,
2613,UNSAT,,,,,,
2614,UNSAT,,,,,,
2615,UNSAT,,,,,,
2616,UNSAT,,,,,,
2617,UNSAT,,,,,,
2618,UNSAT,,,,,,
2619,UNSAT,,,,,,
261,UNSAT,,,,,,
2620,UNSAT,,,,,,
2621,UNSAT,,,,,,
2622,UNSAT,,,,,,
2623,UNSAT,,,,,,
2624,UNSAT,,,,,,
2625,UNSAT,,,,,,
2626,UNSAT,,,,,,
2627,UNSAT,,,,,,
2628,UNSAT,,,,,,
2629,UNSAT,,,,,,
262,UNSAT,,,,,,
2630,UNSAT,,,,,,
2631,UNSAT,,,,,,
2632,UNSAT,,,,,,
2633,UNSAT,,,,,,
2634,UNSAT,,,,,,
2635,UNSAT,,,,,,
2636,UNSAT,,,,,,
2637,UNSAT,,,,,,
2638,UNSAT,,,,,,
2639,UNSAT,,,,,,
263,UNSAT,,,,,,
2640,UNSAT,,,,,,
2641,UNSAT,,,,,,
2642,UNSAT,,,,,,
2643,UNSAT,,,,,,
2644,UNSAT,,,,,,
2645,UNSAT,,,,,,
2646,UNSAT,,,,,,
2647,UNSAT,,,,,,
2648,UNSAT,,,,,,
2649,UNSAT,,,,,,
264,UNSAT,,,,,,
2650,UNSAT,,,,,,
2651,UNSAT,,,,,,
2652,UNSAT,,,,,,
2653,UNSAT,,,,,,
2654,UNSAT,,,,,,
2655,UNSAT,,,,,,
2656,UNSAT,,,,,,
2657,UNSAT,,,,,,
2658,UNSAT,,,,,,
2659,UNSAT,,,,,,
265,UNSAT,,,,,,
2660,UNSAT,,,,,,
2661,UNSAT,,,,,,
2662,UNSAT,,,,,,
2663,UNSAT,,,,,,
2664,UNSAT,,,,,,
2665,UNSAT,,,,,,
2666,UNSAT,,,,,,
2667,UNSAT,,,,,,
2668,UNSAT,,,,,,
2669,UNSAT,,,,,,
266,UNSAT,,,,,,
2670,UNSAT,,,,,,
2671,UNSAT,,,,,,
2672,UNSAT,,,,,,
2673,UNSAT,,,,,,
2674,UNSAT,,,,,,
2675,UNSAT,,,,,,
2676,UNSAT,,,,,,
2677,UNSAT,,,,,,
2678,UNSAT,,,,,,
2679,UNSAT,,,,,,
267,UNSAT,,,,,,
2680,UNSAT,,,,,,
2681,UNSAT,,,,,,
2682,UNSAT,,,,,,
2683,UNSAT,,,,,,
2684,UNSAT,,,,,,
2685,UNSAT,,,,,,
2686,UNSAT,,,,,,
2687,UNSAT,,,,,,
2688,UNSAT,,,,,,
2689,UNSAT,,,,,,
268,UNSAT,,,,,,
2690,UNSAT,,,,,,
2691,UNSAT,,,,,,
2692,UNSAT,,,,,,
2693,UNSAT,,,,,,
2694,UNSAT,,,,,,
2695,UNSAT,,,,,,
2696,UNSAT,,,,,,
2697,UNSAT,,,,,,
2698,UNSAT,,,,,,
2699,UNSAT,,,,,,
269,UNSAT,,,,,,
26,UNSAT,,,,,,
2700,UNSAT,,,,,,
2701,UNSAT,,,,,,
2702,UNSAT,,,,,,
2703,UNSAT,,,,,,
2704,UNSAT,,,,,,
2705,UNSAT,,,,,,
2706,UNSAT,,,,,,
2707,UNSAT,,,,,,
2708,UNSAT,,,,,,
2709,UNSAT,,,,,,
270,UNSAT,,,,,,
2710,UNSAT,,,,,,
2711,UNSAT,,,,,,
2712,UNSAT,,,,,,
2713,UNSAT,,,,,,
2714,UNSAT,,,,,,
2715,UNSAT,,,,,,
2716,UNSAT,,,,,,
2717,UNSAT,,,,,,
2718,UNSAT,,,,,,
2719,UNSAT,,,,,,
271,UNSAT,,,,,,
2720,UNSAT,,,,,,
2721,UNSAT,,,,,,
2722,UNSAT,,,,,,
2723,UNSAT,,,,,,
2724,UNSAT,,,,,,
2725,UNSAT,,,,,,
2726,UNSAT,,,,,,
2727,UNSAT,,,,,,
2728,UNSAT,,,,,,
2729,UNSAT,,,,,,
272,UNSAT,,,,,,
2730,UNSAT,,,,,,
2731,UNSAT,,,,,,
2732,UNSAT,,,,,,
2733,UNSAT,,,,,,
2734,UNSAT,,,,,,
2735,UNSAT,,,,,,
2736,UNSAT,,,,,,
2737,UNSAT,,,,,,
2738,UNSAT,,,,,,
2739,UNSAT,,,,,,
273,UNSAT,,,,,,
2740,UNSAT,,,,,,
2741,UNSAT,,,,,,
2742,UNSAT,,,,,,
2743,UNSAT,,,,,,
2744,UNSAT,,,,,,
2745,UNSAT,,,,,,
2746,UNSAT,,,,,,
2747,UNSAT,,,,,,
2748,UNSAT,,,,,,
2749,UNSAT,,,,,,
274,UNSAT,,,,,,
2750,UNSAT,,,,,,
2751,UNSAT,,,,,,
2752,UNSAT,,,,,,
2753,UNSAT,,,,,,
2754,UNSAT,,,,,,
2755,UNSAT,,,,,,
2756,UNSAT,,,,,,
2757,UNSAT,,,,,,
2758,UNSAT,,,,,,
2759,UNSAT,,,,,,
275,UNSAT,,,,,,
2760,UNSAT,,,,,,
2761,UNSAT,,,,,,
2762,UNSAT,,,,,,
2763,UNSAT,,,,,,
2764,UNSAT,,,,,,
2765,UNSAT,,,,,,
2766,UNSAT,,,,,,
2767,UNSAT,,,,,,
2768,UNSAT,,,,,,
2769,UNSAT,,,,,,
276,UNSAT,,,,,,
2770,UNSAT,,,,,,
2771,UNSAT,,,,,,
2772,UNSAT,,,,,,
2773,UNSAT,,,,,,
2774,UNSAT,,,,,,
2775,UNSAT,,,,,,
2776,UNSAT,,,,,,
2777,UNSAT,,,,,,
2778,UNSAT,,,,,,
2779,UNSAT,,,,,,
277,UNSAT,,,,,,
2780,UNSAT,,,,,,
2781,UNSAT,,,,,,
2782,UNSAT,,,,,,
2783,UNSAT,,,,,,
2784,UNSAT,,,,,,
2785,UNSAT,,,,,,
2786,UNSAT,,,,,,
2787,UNSAT,,,,,,
2788,UNSAT,,,,,,
2789,UNSAT,,,,,,
278,UNSAT,,,,,,
2790,UNSAT,,,,,,
2791,UNSAT,,,,,,
2792,UNSAT,,,,,,
2793,UNSAT,,,,,,
2794,UNSAT,,,,,,
2795,UNSAT,,,,,,
2796,UNSAT,,,,,,
2797,UNSAT,,,,,,
2798,UNSAT,,,,,,
2799,UNSAT,,,,,,
279,UNSAT,,,,,,
27,UNSAT,,,,,,
2800,UNSAT,,,,,,
2801,UNSAT,,,,,,
2802,UNSAT,,,,,,
2803,UNSAT,,,,,,
2804,UNSAT,,,,,,
2805,UNSAT,,,,,,
2806,UNSAT,,,,,,
2807,UNSAT,,,,,,
2808,UNSAT,,,,,,
2809,UNSAT,,,,,,
280,UNSAT,,,,,,
2810,UNSAT,,,,,,
2811,UNSAT,,,,,,
2812,UNSAT,,,,,,
2813,UNSAT,,,,,,
2814,UNSAT,,,,,,
2815,UNSAT,,,,,,
2816,UNSAT,,,,,,
2817,UNSAT,,,,,,
2818,UNSAT,,,,,,
2819,UNSAT,,,,,,
281,UNSAT,,,,,,
2820,UNSAT,,,,,,
2821,UNSAT,,,,,,
2822,UNSAT,,,,,,
2823,UNSAT,,,,,,
2824,UNSAT,,,,,,
2825,UNSAT,,,,,,
2826,UNSAT,,,,,,
2827,UNSAT,,,,,,
2828,UNSAT,,,,,,
2829,UNSAT,,,,,,
282,UNSAT,,,,,,
2830,UNSAT,,,,,,
2831,UNSAT,,,,,,
2832,UNSAT,,,,,,
2833,UNSAT,,,,,,
2834,UNSAT,,,,,,
2835,UNSAT,,,,,,
2836,UNSAT,,,,,,
2837,UNSAT,,,,,,
2838,UNSAT,,,,,,
2839,UNSAT,,,,,,
283,UNSAT,,,,,,
2840,UNSAT,,,,,,
2841,UNSAT,,,,,,
2842,UNSAT,,,,,,
2843,UNSAT,,,,,,
2844,UNSAT,,,,,,
2845,UNSAT,,,,,,
2846,UNSAT,,,,,,
2847,UNSAT,,,,,,
2848,UNSAT,,,,,,
2849,UNSAT,,,,,,
284,UNSAT,,,,,,
2850,UNSAT,,,,,,
2851,UNSAT,,,,,,
2852,UNSAT,,,,,,
2853,UNSAT,,,,,,
2854,UNSAT,,,,,,
2855,UNSAT,,,,,,
2856,UNSAT,,,,,,
2857,UNSAT,,,,,,
2858,UNSAT,,,,,,
2859,UNSAT,,,,,,
285,UNSAT,,,,,,
2860,UNSAT,,,,,,
2861,UNSAT,,,,,,
2862,UNSAT,,,,,,
2863,UNSAT,,,,,,
2864,UNSAT,,,,,,
2865,UNSAT,,,,,,
2866,UNSAT,,,,,,
2867,UNSAT,,,,,,
2868,UNSAT,,,,,,
2869,UNSAT,,,,,,
286,UNSAT,,,,,,
2870,UNSAT,,,,,,
2871,UNSAT,,,,,,
2872,UNSAT,,,,,,
2873,UNSAT,,,,,,
2874,UNSAT,,,,,,
2875,UNSAT,,,,,,
2876,UNSAT,,,,,,
2877,UNSAT,,,,,,
2878,UNSAT,,,,,,
2879,UNSAT,,,,,,
287,UNSAT,,,,,,
2880,UNSAT,,,,,,
2881,UNSAT,,,,,,
2882,UNSAT,,,,,,
2883,UNSAT,,,,,,
2884,UNSAT,,,,,,
2885,UNSAT,,,,,,
2886,UNSAT,,,,,,
2887,UNSAT,,,,,,
2888,UNSAT,,,,,,
2889,UNSAT,,,,,,
288,UNSAT,,,,,,
2890,UNSAT,,,,,,
2891,UNSAT,,,,,,
2892,UNSAT,,,,,,
2893,UNSAT,,,,,,
2894,UNSAT,,,,,,
2895,UNSAT,,,,,,
2896,UNSAT,,,,,,
2897,UNSAT,,,,,,
2898,UNSAT,,,,,,
2899,UNSAT,,,,,,
289,UNSAT,,,,,,
28,UNSAT,,,,,,
2900,UNSAT,,,,,,
2901,UNSAT,,,,,,
2902,UNSAT,,,,,,
2903,UNSAT,,,,,,
2904,UNSAT,,,,,,
2905,UNSAT,,,,,,
2906,UNSAT,,,,,,
2907,UNSAT,,,,,,
2908,UNSAT,,,,,,
2909,UNSAT,,,,,,
290,UNSAT,,,,,,
2910,UNSAT,,,,,,
2911,UNSAT,,,,,,
2912,UNSAT,,,,,,
2913,UNSAT,,,,,,
2914,UNSAT,,,,,,
2915,UNSAT,,,,,,
2916,UNSAT,,,,,,
2917,UNSAT,,,,,,
2918,UNSAT,,,,,,
2919,UNSAT,,,,,,
291,UNSAT,,,,,,
2920,UNSAT,,,,,,
2921,UNSAT,,,,,,
2922,UNSAT,,,,,,
2923,UNSAT,,,,,,
2924,UNSAT,,,,,,
2925,UNSAT,,,,,,
2926,UNSAT,,,,,,
2927,UNSAT,,,,,,
2928,UNSAT,,,,,,
2929,UNSAT,,,,,,
292,UNSAT,,,,,,
2930,UNSAT,,,,,,
2931,UNSAT,,,,,,
2932,UNSAT,,,,,,
2933,UNSAT,,,,,,
2934,UNSAT,,,,,,
2935,UNSAT,,,,,,
2936,UNSAT,,,,,,
2937,UNSAT,,,,,,
2938,UNSAT,,,,,,
2939,UNSAT,,,,,,
293,UNSAT,,,,,,
2940,UNSAT,,,,,,
2941,UNSAT,,,,,,
2942,UNSAT,,,,,,
2943,UNSAT,,,,,,
2944,UNSAT,,,,,,
2945,UNSAT,,,,,,
2946,UNSAT,,,,,,
2947,UNSAT,,,,,,
2948,UNSAT,,,,,,
2949,UNSAT,,,,,,
294,UNSAT,,,,,,
2950,UNSAT,,,,,,
2951,UNSAT,,,,,,
2952,UNSAT,,,,,,
2953,UNSAT,,,,,,
2954,UNSAT,,,,,,
2955,UNSAT,,,,,,
2956,UNSAT,,,,,,
2957,UNSAT,,,,,,
2958,UNSAT,,,,,,
2959,UNSAT,,,,,,
295,UNSAT,,,,,,
2960,UNSAT,,,,,,
2961,UNSAT,,,,,,
2962,UNSAT,,,,,,
2963,UNSAT,,,,,,
2964,UNSAT,,,,,,
2965,UNSAT,,,,,,
2966,UNSAT,,,,,,
2967,UNSAT,,,,,,
2968,UNSAT,,,,,,
2969,UNSAT,,,,,,
296,UNSAT,,,,,,
2970,UNSAT,,,,,,
2971,UNSAT,,,,,,
2972,UNSAT,,,,,,
2973,UNSAT,,,,,,
2974,UNSAT,,,,,,
2975,UNSAT,,,,,,
2976,UNSAT,,,,,,
2977,UNSAT,,,,,,
2978,UNSAT,,,,,,
2979,UNSAT,,,,,,
297,UNSAT,,,,,,
2980,UNSAT,,,,,,
2981,UNSAT,,,,,,
2982,UNSAT,,,,,,
2983,UNSAT,,,,,,
2984,UNSAT,,,,,,
2985,UNSAT,,,,,,
2986,UNSAT,,,,,,
2987,UNSAT,,,,,,
2988,UNSAT,,,,,,
2989,UNSAT,,,,,,
298,UNSAT,,,,,,
2990,UNSAT,,,,,,
2991,UNSAT,,,,,,
2992,UNSAT,,,,,,
2993,UNSAT,,,,,,
2994,UNSAT,,,,,,
2995,UNSAT,,,,,,
2996,UNSAT,,,,,,
2997,UNSAT,,,,,,
2998,UNSAT,,,,,,
2999,UNSAT,,,,,,
299,UNSAT,,,,,,
29,UNSAT,,,,,,
2,UNSAT,,,,,,
3000,UNSAT,,,,,,
3001,UNSAT,,,,,,
3002,UNSAT,,,,,,
3003,UNSAT,,,,,,
3004,UNSAT,,,,,,
3005,UNSAT,,,,,,
3006,UNSAT,,,,,,
3007,UNSAT,,,,,,
3008,UNSAT,,,,,,
3009,UNSAT,,,,,,
300,UNSAT,,,,,,
3010,UNSAT,,,,,,
3011,UNSAT,,,,,,
3012,UNSAT,,,,,,
3013,UNSAT,,,,,,
3014,UNSAT,,,,,,
3015,UNSAT,,,,,,
3016,UNSAT,,,,,,
3017,UNSAT,,,,,,
3018,UNSAT,,,,,,
3019,UNSAT,,,,,,
301,UNSAT,,,,,,
3020,UNSAT,,,,,,
3021,UNSAT,,,,,,
3022,UNSAT,,,,,,
3023,UNSAT,,,,,,
3024,UNSAT,,,,,,
3025,UNSAT,,,,,,
3026,UNSAT,,,,,,
3027,UNSAT,,,,,,
3028,UNSAT,,,,,,
3029,UNSAT,,,,,,
302,UNSAT,,,,,,
3030,UNSAT,,,,,,
3031,UNSAT,,,,,,
3032,UNSAT,,,,,,
3033,UNSAT,,,,,,
3034,UNSAT,,,,,,
3035,UNSAT,,,,,,
3036,UNSAT,,,,,,
3037,UNSAT,,,,,,
3038,UNSAT,,,,,,
3039,UNSAT,,,,,,
303,UNSAT,,,,,,
3040,UNSAT,,,,,,
3041,UNSAT,,,,,,
3042,UNSAT,,,,,,
3043,UNSAT,,,,,,
3044,UNSAT,,,,,,
3045,UNSAT,,,,,,
3046,UNSAT,,,,,,
3047,UNSAT,,,,,,
3048,UNSAT,,,,,,
3049,UNSAT,,,,,,
304,UNSAT,,,,,,
3050,UNSAT,,,,,,
3051,UNSAT,,,,,,
3052,UNSAT,,,,,,
3053,UNSAT,,,,,,
3054,UNSAT,,,,,,
3055,UNSAT,,,,,,
3056,UNSAT,,,,,,
3057,UNSAT,,,,,,
3058,UNSAT,,,,,,
3059,UNSAT,,,,,,
305,UNSAT,,,,,,
3060,UNSAT,,,,,,
3061,UNSAT,,,,,,
3062,UNSAT,,,,,,
3063,UNSAT,,,,,,
3064,UNSAT,,,,,,
3065,UNSAT,,,,,,
3066,UNSAT,,,,,,
3067,UNSAT,,,,,,
3068,UNSAT,,,,,,
3069,UNSAT,,,,,,
306,UNSAT,,,,,,
3070,UNSAT,,,,,,
3071,UNSAT,,,,,,
3072,UNSAT,,,,,,
3073,UNSAT,,,,,,
3074,UNSAT,,,,,,
3075,UNSAT,,,,,,
3076,UNSAT,,,,,,
3077,UNSAT,,,,,,
3078,UNSAT,,,,,,
3079,UNSAT,,,,,,
307,UNSAT,,,,,,
3080,UNSAT,,,,,,
3081,UNSAT,,,,,,
3082,UNSAT,,,,,,
3083,UNSAT,,,,,,
3084,UNSAT,,,,,,
3085,UNSAT,,,,,,
3086,UNSAT,,,,,,
3087,UNSAT,,,,,,
3088,UNSAT,,,,,,
3089,UNSAT,,,,,,
308,UNSAT,,,,,,
3090,UNSAT,,,,,,
3091,UNSAT,,,,,,
3092,UNSAT,,,,,,
3093,UNSAT,,,,,,
3094,UNSAT,,,,,,
3095,UNSAT,,,,,,
3096,UNSAT,,,,,,
3097,UNSAT,,,,,,
3098,UNSAT,,,,,,
3099,UNSAT,,,,,,
309,UNSAT,,,,,,
30,UNSAT,,,,,,
3100,UNSAT,,,,,,
3101,UNSAT,,,,,,
3102,UNSAT,,,,,,
3103,UNSAT,,,,,,
3104,UNSAT,,,,,,
3105,UNSAT,,,,,,
3106,UNSAT,,,,,,
3107,UNSAT,,,,,,
3108,UNSAT,,,,,,
3109,UNSAT,,,,,,
310,UNSAT,,,,,,
3110,UNSAT,,,,,,
3111,UNSAT,,,,,,
3112,UNSAT,,,,,,
3113,UNSAT,,,,,,
3114,UNSAT,,,,,,
3115,UNSAT,,,,,,
3116,UNSAT,,,,,,
3117,UNSAT,,,,,,
3118,UNSAT,,,,,,
3119,UNSAT,,,,,,
311,UNSAT,,,,,,
3120,UNSAT,,,,,,
3121,UNSAT,,,,,,
3122,UNSAT,,,,,,
3123,UNSAT,,,,,,
3124,UNSAT,,,,,,
3125,UNSAT,,,,,,
3126,UNSAT,,,,,,
3127,UNSAT,,,,,,
3128,UNSAT,,,,,,
3129,UNSAT,,,,,,
312,UNSAT,,,,,,
3130,UNSAT,,,,,,
3131,UNSAT,,,,,,
3132,UNSAT,,,,,,
3133,UNSAT,,,,,,
3134,UNSAT,,,,,,
3135,UNSAT,,,,,,
3136,UNSAT,,,,,,
3137,UNSAT,,,,,,
3138,UNSAT,,,,,,
3139,UNSAT,,,,,,
313,UNSAT,,,,,,
3140,UNSAT,,,,,,
3141,UNSAT,,,,,,
3142,UNSAT,,,,,,
3143,UNSAT,,,,,,
3144,UNSAT,,,,,,
3145,UNSAT,,,,,,
3146,UNSAT,,,,,,
3147,UNSAT,,,,,,
3148,UNSAT,,,,,,
3149,TIMEOUT,,,,,,
314,UNSAT,,,,,,
3150,TIMEOUT,,,,,,
3151,TIMEOUT,,,,,,
3152,TIMEOUT,,,,,,
3153,TIMEOUT,,,,,,
3154,TIMEOUT,,,,,,
3155,TIMEOUT,,,,,,
3156,TIMEOUT,,,,,,
3157,TIMEOUT,,,,,,
3158,TIMEOUT,,,,,,
3159,UNSAT,,,,,,
315,UNSAT,,,,,,
3160,TIMEOUT,,,,,,
3161,TIMEOUT,,,,,,
3162,TIMEOUT,,,,,,
3163,TIMEOUT,,,,,,
3164,TIMEOUT,,,,,,
3165,TIMEOUT,,,,,,
3166,TIMEOUT,,,,,,
3167,TIMEOUT,,,,,,
3168,TIMEOUT,,,,,,
3169,TIMEOUT,,,,,,
316,UNSAT,,,,,,
3170,TIMEOUT,,,,,,
3171,TIMEOUT,,,,,,
3172,TIMEOUT,,,,,,
3173,TIMEOUT,,,,,,
3174,TIMEOUT,,,,,,
3175,TIMEOUT,,,,,,
3176,TIMEOUT,,,,,,
3177,TIMEOUT,,,,,,
3178,TIMEOUT,,,,,,
3179,TIMEOUT,,,,,,
317,UNSAT,,,,,,
3180,UNSAT,,,,,,
3181,TIMEOUT,,,,,,
3182,TIMEOUT,,,,,,
3183,TIMEOUT,,,,,,
3184,TIMEOUT,,,,,,
3185,TIMEOUT,,,,,,
3188,UNSAT,,,,,,
318,UNSAT,,,,,,
319,UNSAT,,,,,,
31,UNSAT,,,,,,
320,UNSAT,,,,,,
321,UNSAT,,,,,,
322,UNSAT,,,,,,
323,UNSAT,,,,,,
324,UNSAT,,,,,,
325,UNSAT,,,,,,
326,UNSAT,,,,,,
327,UNSAT,,,,,,
328,UNSAT,,,,,,
329,UNSAT,,,,,,
32,UNSAT,,,,,,
330,UNSAT,,,,,,
331,UNSAT,,,,,,
332,UNSAT,,,,,,
333,UNSAT,,,,,,
334,UNSAT,,,,,,
335,UNSAT,,,,,,
336,UNSAT,,,,,,
337,UNSAT,,,,,,
338,UNSAT,,,,,,
339,UNSAT,,,,,,
33,UNSAT,,,,,,
340,UNSAT,,,,,,
341,UNSAT,,,,,,
342,UNSAT,,,,,,
343,UNSAT,,,,,,
344,UNSAT,,,,,,
345,UNSAT,,,,,,
346,UNSAT,,,,,,
347,UNSAT,,,,,,
348,UNSAT,,,,,,
349,UNSAT,,,,,,
34,UNSAT,,,,,,
3500,UNSAT,,,,,,
3501,UNSAT,,,,,,
3502,UNSAT,,,,,,
3503,UNSAT,,,,,,
3504,UNSAT,,,,,,
3505,UNSAT,,,,,,
3506,UNSAT,,,,,,
3507,UNSAT,,,,,,
3508,UNSAT,,,,,,
3509,UNSAT,,,,,,
350,UNSAT,,,,,,
3510,UNSAT,,,,,,
3511,UNSAT,,,,,,
3512,UNSAT,,,,,,
3513,UNSAT,,,,,,
3514,UNSAT,,,,,,
3515,UNSAT,,,,,,
3516,UNSAT,,,,,,
3517,UNSAT,,,,,,
3518,UNSAT,,,,,,
3519,UNSAT,,,,,,
351,UNSAT,,,,,,
3520,UNSAT,,,,,,
3521,UNSAT,,,,,,
3522,UNSAT,,,,,,
3523,UNSAT,,,,,,
3524,UNSAT,,,,,,
3525,UNSAT,,,,,,
3526,TIMEOUT,,,,,,
3527,UNSAT,,,,,,
3528,UNSAT,,,,,,
3529,UNSAT,,,,,,
352,UNSAT,,,,,,
3530,TIMEOUT,,,,,,
3531,UNSAT,,,,,,
3532,TIMEOUT,,,,,,
3533,UNSAT,,,,,,
3534,UNSAT,,,,,,
3535,UNSAT,,,,,,
3536,UNSAT,,,,,,
3537,UNSAT,,,,,,
3538,UNSAT,,,,,,
3539,UNSAT,,,,,,
353,UNSAT,,,,,,
3540,UNSAT,,,,,,
3541,UNSAT,,,,,,
3542,UNSAT,,,,,,
3543,UNSAT,,,,,,
3544,UNSAT,,,,,,
3545,UNSAT,,,,,,
3546,UNSAT,,,,,,
3547,UNSAT,,,,,,
3548,UNSAT,,,,,,
3549,UNSAT,,,,,,
354,UNSAT,,,,,,
3550,UNSAT,,,,,,
3551,UNSAT,,,,,,
3552,TIMEOUT,,,,,,
3553,UNSAT,,,,,,
3554,UNSAT,,,,,,
3555,UNSAT,,,,,,
3556,UNSAT,,,,,,
3557,TIMEOUT,,,,,,
3558,UNSAT,,,,,,
3559,TIMEOUT,,,,,,
355,UNSAT,,,,,,
3560,UNSAT,,,,,,
3561,UNSAT,,,,,,
3562,UNSAT,,,,,,
3563,UNSAT,,,,,,
3564,UNSAT,,,,,,
3565,UNSAT,,,,,,
3566,UNSAT,,,,,,
3567,UNSAT,,,,,,
3568,UNSAT,,,,,,
3569,TIMEOUT,,,,,,
356,UNSAT,,,,,,
3570,TIMEOUT,,,,,,
3571,TIMEOUT,,,,,,
3572,UNSAT,,,,,,
3573,UNSAT,,,,,,
3574,UNSAT,,,,,,
3575,UNSAT,,,,,,
3576,UNSAT,,,,,,
3577,UNSAT,,,,,,
3578,TIMEOUT,,,,,,
3579,TIMEOUT,,,,,,
357,UNSAT,,,,,,
3580,TIMEOUT,,,,,,
3581,UNSAT,,,,,,
3582,UNSAT,,,,,,
3583,UNSAT,,,,,,
3584,TIMEOUT,,,,,,
3585,TIMEOUT,,,,,,
3586,UNSAT,,,,,,
3587,UNSAT,,,,,,
3588,UNSAT,,,,,,
3589,UNSAT,,,,,,
358,UNSAT,,,,,,
3590,UNSAT,,,,,,
3591,UNSAT,,,,,,
3592,UNSAT,,,,,,
3593,UNSAT,,,,,,
3594,UNSAT,,,,,,
3595,UNSAT,,,,,,
3596,UNSAT,,,,,,
3597,UNSAT,,,,,,
3598,UNSAT,,,,,,
3599,UNSAT,,,,,,
359,UNSAT,,,,,,
35,UNSAT,,,,,,
3600,UNSAT,,,,,,
3601,UNSAT,,,,,,
3602,UNSAT,,,,,,
3603,UNSAT,,,,,,
3604,UNSAT,,,,,,
3605,UNSAT,,,,,,
3606,UNSAT,,,,,,
3607,UNSAT,,,,,,
3608,UNSAT,,,,,,
3609,UNSAT,,,,,,
360,UNSAT,,,,,,
3610,UNSAT,,,,,,
3611,UNSAT,,,,,,
3612,UNSAT,,,,,,
3613,UNSAT,,,,,,
3614,UNSAT,,,,,,
3615,UNSAT,,,,,,
3616,UNSAT,,,,,,
3617,UNSAT,,,,,,
3618,UNSAT,,,,,,
3619,UNSAT,,,,,,
361,UNSAT,,,,,,
3620,UNSAT,,,,,,
3621,UNSAT,,,,,,
3622,UNSAT,,,,,,
3623,UNSAT,,,,,,
3624,TIMEOUT,,,,,,
3625,TIMEOUT,,,,,,
3626,TIMEOUT,,,,,,
3627,UNSAT,,,,,,
3628,TIMEOUT,,,,,,
3629,TIMEOUT,,,,,,
362,UNSAT,,,,,,
3630,UNSAT,,,,,,
3631,TIMEOUT,,,,,,
3632,TIMEOUT,,,,,,
3633,TIMEOUT,,,,,,
3634,TIMEOUT,,,,,,
3635,TIMEOUT,,,,,,
3636,UNSAT,,,,,,
3637,TIMEOUT,,,,,,
3638,TIMEOUT,,,,,,
3639,TIMEOUT,,,,,,
363,UNSAT,,,,,,
3640,TIMEOUT,,,,,,
3641,TIMEOUT,,,,,,
3642,UNSAT,,,,,,
3645,UNSAT,,,,,,
364,UNSAT,,,,,,
365,UNSAT,,,,,,
366,UNSAT,,,,,,
367,UNSAT,,,,,,
368,UNSAT,,,,,,
369,UNSAT,,,,,,
36,UNSAT,,,,,,
370,UNSAT,,,,,,
371,UNSAT,,,,,,
372,UNSAT,,,,,,
373,UNSAT,,,,,,
374,UNSAT,,,,,,
375,UNSAT,,,,,,
376,UNSAT,,,,,,
377,UNSAT,,,,,,
378,UNSAT,,,,,,
379,UNSAT,,,,,,
37,UNSAT,,,,,,
380,UNSAT,,,,,,
381,UNSAT,,,,,,
382,UNSAT,,,,,,
383,UNSAT,,,,,,
384,UNSAT,,,,,,
385,UNSAT,,,,,,
386,UNSAT,,,,,,
387,UNSAT,,,,,,
388,UNSAT,,,,,,
389,UNSAT,,,,,,
38,UNSAT,,,,,,
390,UNSAT,,,,,,
391,UNSAT,,,,,,
392,UNSAT,,,,,,
393,UNSAT,,,,,,
394,UNSAT,,,,,,
395,UNSAT,,,,,,
396,UNSAT,,,,,,
397,UNSAT,,,,,,
398,UNSAT,,,,,,
399,UNSAT,,,,,,
39,UNSAT,,,,,,
3,UNSAT,,,,,,
400,UNSAT,,,,,,
401,UNSAT,,,,,,
402,UNSAT,,,,,,
403,UNSAT,,,,,,
404,UNSAT,,,,,,
405,UNSAT,,,,,,
406,UNSAT,,,,,,
407,UNSAT,,,,,,
408,UNSAT,,,,,,
409,UNSAT,,,,,,
40,UNSAT,,,,,,
410,UNSAT,,,,,,
411,UNSAT,,,,,,
412,UNSAT,,,,,,
413,UNSAT,,,,,,
414,UNSAT,,,,,,
415,UNSAT,,,,,,
416,UNSAT,,,,,,
417,UNSAT,,,,,,
418,UNSAT,,,,,,
419,UNSAT,,,,,,
41,UNSAT,,,,,,
420,UNSAT,,,,,,
421,UNSAT,,,,,,
422,UNSAT,,,,,,
423,UNSAT,,,,,,
424,UNSAT,,,,,,
425,UNSAT,,,,,,
426,UNSAT,,,,,,
427,UNSAT,,,,,,
428,UNSAT,,,,,,
429,UNSAT,,,,,,
42,UNSAT,,,,,,
430,UNSAT,,,,,,
431,UNSAT,,,,,,
432,UNSAT,,,,,,
433,UNSAT,,,,,,
434,UNSAT,,,,,,
