graph_idx,ev_1,ev_2,ev_3,ev_4,ev_5,ev_6,ev_7,ev_8,ev_9,ev_10,ev_11,ev_12,ev_13,ev_14,ev_15,ev_16,ev_17,ev_18,ev_19,ev_20,ev_21,ev_22,ev_23,ev_24,ev_25,ev_26,ev_27,ev_28,ev_29,ev_30,ev_31,ev_32,ev_33,ev_34,ev_35,ev_36,ev_37,ev_38,ev_39,ev_40,ev_41,ev_42
284,20.42884582,5.58289648,5.14099536,4.54479772,4.42361675,3.74020383,3.45014993,3.25499524,3.23534899,2.80477304,2.39191795,2.07978268,1.97655655,0.99372496,0.87148136,0.60272566,0.55748698,0.30434856,0.24988037,-0.01660303,-0.07121159,-0.12801967,-0.68749789,-0.82651655,-1.08006093,-1.48911882,-1.88840527,-2.24176511,-2.52814690,-3.15421772,-3.22099514,-3.27177780,-3.53879283,-3.60846287,-3.96064598,-4.08980605,-4.51525036,-4.65455763,-4.88135098,-5.05846518,-5.23794989,-6.48491000
285,20.37556881,5.58609081,5.14120097,4.68957915,4.42258385,3.74079553,3.38301506,3.30512594,3.22995695,2.83075931,2.27513750,2.18672899,1.99175610,1.00898929,0.71438427,0.63279979,0.53693391,0.32041426,0.24633025,-0.01662339,-0.03813619,-0.12699215,-0.68320512,-0.91880149,-1.14053799,-1.42785310,-1.96751267,-2.23399509,-2.54046160,-3.06301216,-3.21771902,-3.25942493,-3.54017659,-3.60879300,-4.03507586,-4.11610893,-4.40662434,-4.61678854,-4.91399238,-5.05880034,-5.27820449,-6.40931140
286,20.38336307,5.53597928,5.42346581,4.43686935,4.36557281,3.75445482,3.57541595,3.28686853,3.23457044,2.81090772,2.42673983,2.13757576,1.79205730,1.06941972,0.84333761,0.57231882,0.37994974,0.22895074,0.17031460,0.03909331,-0.02517898,-0.09446556,-0.67885465,-0.79016107,-1.26627140,-1.49218050,-1.80723349,-2.21837864,-2.81516648,-3.02997591,-3.22472031,-3.34271206,-3.48820647,-3.51182151,-3.99461975,-4.03022992,-4.42958066,-4.64284383,-4.87239087,-5.07218478,-5.22560695,-6.41444142
287,20.37051395,5.52058041,5.15212721,4.70696356,4.37189512,3.65216814,3.45887739,3.31444215,3.30172168,2.78743888,2.19157446,2.13488599,2.00700796,1.12890789,0.80589534,0.70153058,0.60197181,0.40985127,0.35117866,-0.02246498,-0.06922001,-0.14220710,-0.64212363,-1.05404592,-1.13228282,-1.49101312,-1.96336726,-2.21749890,-2.63098486,-3.12401731,-3.22706873,-3.30914693,-3.58630881,-3.69074342,-4.06695547,-4.08785909,-4.30971529,-4.60087357,-4.86921495,-5.09536350,-5.26885449,-6.36820231
288,20.41872534,5.46928118,5.18323655,4.68984414,4.42554429,3.65121630,3.38970220,3.31688282,3.26770536,2.76945061,2.29305856,2.17090980,2.00982000,0.99297907,0.81163047,0.70357711,0.59189084,0.36779985,0.29847384,-0.01629140,-0.07047115,-0.14056287,-0.68267252,-0.88766363,-1.12924375,-1.55303304,-1.85936818,-2.23781845,-2.54014242,-3.12494516,-3.21858093,-3.29365726,-3.54034335,-3.61756726,-4.05126105,-4.10094596,-4.47867712,-4.59810157,-4.86139678,-5.13538008,-5.27011687,-6.41348754
289,20.43173314,5.53037989,5.36236279,4.44344948,4.29216826,3.75955907,3.64082779,3.34690358,3.26237085,2.81032421,2.32539465,2.06697472,1.79099136,1.06936909,0.88091902,0.58019142,0.48544963,0.26037370,0.18161907,0.02560032,-0.03412772,-0.12640000,-0.65048871,-0.70103979,-1.24012462,-1.50326859,-1.86974724,-2.22545717,-2.83945004,-3.14445512,-3.22664688,-3.34858641,-3.43755334,-3.51237088,-3.95190554,-4.01247587,-4.54397710,-4.66966932,-4.76662700,-5.05810332,-5.21851551,-6.46597189
290,20.33570461,5.54143516,5.45001726,4.44450274,4.32561688,3.84758551,3.57542720,3.27677621,3.23978377,2.90364152,2.43212379,2.15179956,1.67452399,1.10465077,0.83623913,0.49376974,0.35384317,0.24155156,0.09684653,-0.01534416,-0.04242286,-0.10924463,-0.67777613,-0.80086416,-1.22727752,-1.46379848,-1.81971363,-2.18104539,-2.80776480,-2.99466609,-3.18031385,-3.29056871,-3.45751884,-3.49657665,-4.00285062,-4.11013519,-4.38668762,-4.64258256,-4.97232781,-5.07749423,-5.19997195,-6.36889322
291,20.32794912,5.56619133,5.36928057,4.57412428,4.46538638,3.67531423,3.47422626,3.29421265,3.16748393,2.79716898,2.50098182,2.27566647,1.85324871,1.01566330,0.82044116,0.57996089,0.27876495,0.20480661,0.12867871,0.07606451,0.01894860,-0.14162750,-0.67897506,-0.89933337,-1.33422113,-1.41768641,-1.75190771,-2.25475133,-2.66564607,-3.13205455,-3.18984080,-3.33665868,-3.44491798,-3.52800388,-3.92776858,-4.18123682,-4.42418022,-4.67212050,-4.81919079,-5.05487202,-5.29916154,-6.31040852
292,20.37890684,5.56605926,5.32691601,4.48900827,4.46190498,3.67869865,3.53680834,3.29401772,3.23173632,2.80147926,2.40742358,2.19909391,1.86004662,1.00681428,0.82257315,0.57247285,0.40542229,0.27151783,0.12058806,0.08213762,0.00353819,-0.14569784,-0.67156221,-0.79608211,-1.30959328,-1.43235262,-1.80572068,-2.25932294,-2.72467470,-3.16285570,-3.23011630,-3.33995939,-3.39031058,-3.53297690,-3.92348762,-4.09341656,-4.54876070,-4.66252495,-4.77806657,-5.03999042,-5.28861114,-6.38108084
293,20.38424146,5.56658505,5.34752308,4.47985089,4.28317105,3.85462912,3.52364751,3.25451563,3.23580808,2.92857828,2.41889794,2.18477438,1.66931944,1.12969625,0.82500571,0.51409191,0.41441841,0.28625006,0.11000819,0.01406973,-0.07492701,-0.14987575,-0.64692920,-0.71770184,-1.30628831,-1.46038087,-1.81337436,-2.20139451,-2.81292091,-3.01839228,-3.23174936,-3.28613362,-3.37979692,-3.46344651,-3.96458578,-4.03634772,-4.56684099,-4.68645131,-4.89653246,-5.04393181,-5.22215113,-6.44492952
294,20.27732327,5.56734930,5.37731720,4.66492101,4.48672305,3.59447402,3.47304229,3.26442493,3.16958589,2.80175768,2.52562277,2.26124498,1.95219998,1.03091038,0.86224761,0.49945730,0.27937040,0.21691508,0.17135138,0.07457907,-0.02686611,-0.16220519,-0.67877214,-0.99219401,-1.34581047,-1.43498058,-1.76740684,-2.24885346,-2.70831181,-3.07751513,-3.17391991,-3.34181363,-3.40454075,-3.57207809,-3.94312715,-4.13220688,-4.41482575,-4.66159895,-4.90203945,-5.06794671,-5.27831722,-6.21548735
295,20.28280584,5.54120070,5.47292581,4.56427304,4.27477156,3.85669395,3.38664693,3.23542355,3.07457086,2.92492621,2.58518152,2.16886213,1.82621942,1.19715639,0.89690829,0.64291988,0.42517720,0.19785864,0.04480585,-0.01901660,-0.11703497,-0.15723739,-0.66320462,-0.77588811,-1.33756507,-1.46891101,-2.07848153,-2.18346922,-2.66693030,-3.08115366,-3.12703673,-3.29160121,-3.42116873,-3.62761580,-3.92841949,-4.06494372,-4.42632648,-4.62249584,-4.98654683,-5.01641758,-5.16742204,-6.37044084
296,20.36767664,5.52102270,5.12682447,4.73542786,4.32041744,3.81415311,3.46507998,3.32544404,3.29389825,2.75329866,2.16690359,2.13425809,1.84736195,1.28164952,0.80991281,0.70206791,0.53471345,0.45013881,0.25847248,0.02410737,-0.04324980,-0.07994852,-0.62827741,-1.02143930,-1.35053949,-1.49178337,-1.97202656,-2.12002062,-2.64259226,-3.14198149,-3.24858026,-3.29366923,-3.49711050,-3.72251528,-4.08207816,-4.09417855,-4.30817378,-4.61663303,-4.87410592,-5.04597042,-5.30345555,-6.35449963
297,20.42079964,5.51723582,5.12760937,4.59211651,4.34198960,3.81254695,3.39129275,3.38406087,3.31612816,2.74056318,2.26034917,2.01758174,1.84826966,1.27656807,0.95225929,0.62591225,0.52444178,0.46944434,0.31569239,0.02226750,-0.04079210,-0.10816958,-0.62953491,-0.97310649,-1.24970740,-1.57403179,-1.88654307,-2.13892602,-2.62416092,-3.18385616,-3.28178982,-3.29284424,-3.51918114,-3.69532420,-3.95378926,-4.12375254,-4.48053675,-4.61450469,-4.85777397,-5.04636022,-5.25528804,-6.42715574
298,20.42079190,5.52081331,5.12729810,4.60804866,4.35923735,3.69979593,3.45906572,3.40950245,3.31116136,2.74136372,2.16690276,2.15652312,1.92316582,1.18953776,0.82753453,0.62358469,0.50902225,0.46386363,0.35390818,-0.01934495,-0.03026732,-0.10937801,-0.63782041,-0.92049856,-1.19418278,-1.49394972,-1.96609717,-2.15517023,-2.61356628,-3.16900088,-3.27774513,-3.34337611,-3.51874717,-3.67715285,-4.04831210,-4.08290471,-4.39999678,-4.61067695,-4.80961222,-5.06730488,-5.26095608,-6.46505995
299,20.47362577,5.51670238,5.12812417,4.46258358,4.37980055,3.69978498,3.42812147,3.38011824,3.37046555,2.73141546,2.28118029,2.01663489,1.92385369,1.17334208,0.98325562,0.55221344,0.53145794,0.46132962,0.36756749,-0.01893978,-0.03100347,-0.13918687,-0.64009914,-0.78333724,-1.15171111,-1.57408325,-1.88651788,-2.16879438,-2.58844384,-3.18939744,-3.27657956,-3.39879492,-3.53003183,-3.66013601,-3.90959064,-4.13229369,-4.58498840,-4.61033329,-4.77605564,-5.07158865,-5.21546024,-6.52420995
300,20.31983274,5.52193598,5.05652915,4.80368183,4.31542842,3.91286255,3.46527956,3.31047529,3.21894530,2.87543029,2.22209623,2.12273280,1.79681232,1.39842427,0.78145114,0.71545711,0.54145011,0.36414178,0.09555954,0.03923998,-0.05870916,-0.07287078,-0.62739157,-1.16389201,-1.37172906,-1.48070070,-1.97459906,-2.03761457,-2.65187756,-3.04237309,-3.23087536,-3.35022029,-3.38136532,-3.72531734,-4.08061834,-4.09866043,-4.23381275,-4.73812067,-4.94490170,-5.03767231,-5.30388118,-6.27056313
301,20.37319868,5.51775319,5.05735590,4.66046859,4.33749877,3.91286251,3.39129049,3.38437876,3.22905210,2.86570855,2.24578858,2.07986271,1.79704944,1.38624661,0.94265994,0.64759599,0.52648872,0.36784535,0.14850706,0.03732411,-0.05868038,-0.09859914,-0.62894395,-1.06038246,-1.32023417,-1.56762926,-1.89111883,-2.04676451,-2.63344563,-3.14803686,-3.25244563,-3.34971089,-3.38628315,-3.69821303,-3.95484853,-4.12280531,-4.37150357,-4.73736402,-4.93091591,-5.03965958,-5.25533246,-6.35601879
302,20.42626474,5.51724720,5.05785483,4.56086436,4.37658068,3.77027118,3.40494406,3.37046606,3.32473111,2.85904279,2.27547167,2.07953764,1.85266135,1.26209718,0.97940025,0.56337957,0.48918206,0.37168185,0.28238042,0.00326326,-0.05451986,-0.13898094,-0.63849088,-0.83347958,-1.26954821,-1.56778475,-1.89101790,-2.06190590,-2.59775804,-3.17170612,-3.32166580,-3.33293428,-3.43948011,-3.66082181,-3.91264267,-4.13227835,-4.48631977,-4.69587153,-4.88772918,-5.06724965,-5.21564788,-6.44948902
303,20.37319173,5.52176184,5.05698260,4.70193344,4.35564498,3.77192581,3.46003730,3.32962716,3.31046338,2.86623262,2.22032094,2.15398883,1.85160721,1.28701968,0.81205933,0.63429572,0.48918235,0.36677036,0.26735506,0.00327123,-0.05538595,-0.10922642,-0.63567129,-1.01311509,-1.27653075,-1.48380774,-1.96828596,-2.05583596,-2.62276565,-3.11059617,-3.26841380,-3.33376988,-3.43828447,-3.67768961,-4.05535844,-4.08074692,-4.33465657,-4.70389352,-4.90991770,-5.05942005,-5.26097809,-6.37932155
304,20.31999355,5.52036115,5.16678606,4.80148427,4.39544621,3.58244042,3.45193768,3.31467104,3.22066168,2.81339337,2.19463336,2.17227093,2.09429348,1.07784434,0.85272696,0.77851151,0.59785640,0.35176472,0.35003428,-0.05641868,-0.06565047,-0.19824495,-0.65225789,-1.08612726,-1.17664809,-1.48435138,-1.96196159,-2.27422350,-2.64612769,-3.04537826,-3.22620597,-3.23304680,-3.67353700,-3.70093426,-4.07845459,-4.08695584,-4.24084192,-4.56921892,-4.93613500,-5.11311692,-5.27865377,-6.27262066
305,20.37335738,5.51606046,5.16829435,4.65854304,4.41353680,3.58002268,3.39926475,3.37289795,3.22989483,2.79421426,2.26246142,2.14814561,2.03628929,1.05267845,0.98845540,0.82204777,0.54089159,0.36213324,0.33581815,-0.05518002,-0.08711161,-0.19979813,-0.65353115,-0.96375362,-1.11052928,-1.57310596,-1.88689203,-2.28418484,-2.62495572,-3.14901488,-3.22431155,-3.25594782,-3.65594778,-3.70338195,-3.92931468,-4.13592778,-4.37231291,-4.56513185,-4.92398071,-5.11519822,-5.22759433,-6.35790061
306,20.33071644,5.50604622,5.45974727,4.55555035,4.32535256,3.77180604,3.38215422,3.17084171,3.04962831,2.92232568,2.58464762,2.16341479,1.91981897,1.14129781,0.93544781,0.65029354,0.45433689,0.41925007,0.07293751,-0.02822434,-0.11280382,-0.13788514,-0.66524924,-0.78723130,-1.37420492,-1.45567512,-2.09529613,-2.23122008,-2.64643766,-3.08156898,-3.27853598,-3.31497770,-3.47900761,-3.62811074,-3.91594706,-4.02294246,-4.43556713,-4.62628528,-4.89693984,-5.00628790,-5.23086675,-6.36434865
307,20.33003126,5.63779396,5.00508193,4.66411375,4.33129829,3.98933762,3.39357999,3.38033912,3.13934751,2.95527819,2.23227435,2.10533230,1.77923821,1.38627499,0.77786302,0.70731364,0.53059213,0.35471210,0.03927386,-0.02137002,-0.04192809,-0.12095720,-0.62394604,-1.06095172,-1.32415294,-1.42637568,-2.03748691,-2.03838452,-2.64620172,-3.09653069,-3.20509753,-3.36641550,-3.36774567,-3.69826109,-3.97956041,-4.00876387,-4.36002321,-4.76505938,-4.91695504,-5.00187872,-5.27868670,-6.35234353
308,20.27621549,5.64094878,5.00300968,4.80824745,4.31129043,3.98935622,3.47014447,3.30953524,3.12632681,2.97129073,2.23976434,2.11164042,1.77892284,1.39904911,0.78093482,0.54183412,0.53989174,0.35374541,0.04400052,-0.01735976,-0.02693652,-0.12140602,-0.62305480,-1.17510375,-1.34500603,-1.37208526,-2.03281080,-2.09360396,-2.66549168,-2.96873853,-3.20437345,-3.35252867,-3.36754158,-3.72660918,-3.97216644,-4.15054341,-4.18726913,-4.76579375,-4.91577984,-5.02856016,-5.31690280,-6.26648312
309,20.32982046,5.63955113,5.00326010,4.70318888,4.35301034,3.85265320,3.46748882,3.31081111,3.24202291,2.96944389,2.23936190,2.13563835,1.83417635,1.29679770,0.67587023,0.62661020,0.49007209,0.35639795,0.07525046,0.00482511,-0.04855233,-0.10651709,-0.63039020,-1.01567964,-1.28001325,-1.34635711,-2.04884805,-2.09048874,-2.63379248,-3.06594760,-3.22646485,-3.35546943,-3.36514573,-3.68108052,-4.00222290,-4.10557398,-4.29826549,-4.71716096,-4.93385531,-5.00386124,-5.27736089,-6.37320336
310,20.38333700,5.63579595,5.00539363,4.56129508,4.37226474,3.85028461,3.38498253,3.38151767,3.25389382,2.95465877,2.25510716,2.10528969,1.83481284,1.26791895,0.84515381,0.60682701,0.48990982,0.35644365,0.07713295,0.00439162,-0.07903560,-0.10554596,-0.63211823,-0.83644153,-1.27580394,-1.42637958,-2.03748362,-2.05193918,-2.60746417,-3.16153346,-3.25010284,-3.35386188,-3.37322044,-3.66136771,-3.96668978,-4.02379360,-4.47887467,-4.70835937,-4.94034022,-4.96767666,-5.24436265,-6.44401622
311,20.37822946,5.58574334,5.04834870,4.62600755,4.37877937,3.97827505,3.44277812,3.26113334,3.14158841,2.92526087,2.37623073,2.10342764,1.80460946,1.34382352,0.79599933,0.57974127,0.46427825,0.36911925,0.03408884,-0.02118188,-0.06757877,-0.11936921,-0.67798598,-0.95933982,-1.28213652,-1.48856792,-1.89293206,-2.06838301,-2.55819186,-3.09749463,-3.20989799,-3.29281326,-3.37217074,-3.64123666,-3.98386584,-4.06390723,-4.44426159,-4.73173507,-4.97806568,-5.00164754,-5.27481494,-6.40988426
312,20.32467909,5.58860317,5.04699326,4.78555262,4.35928696,3.97953217,3.37816162,3.30801321,3.13387065,2.94719635,2.24962737,2.23802100,1.80366978,1.35373130,0.67402242,0.55252668,0.46905764,0.36669736,0.03823004,-0.02676519,-0.02903555,-0.11982676,-0.66985174,-1.02146447,-1.36820210,-1.42577329,-1.96919854,-2.06233769,-2.56780765,-2.96886195,-3.20829498,-3.29536469,-3.35955694,-3.65672289,-4.02217095,-4.13999132,-4.31380049,-4.73195582,-5.00156954,-5.00353358,-5.31467976,-6.32070679
313,20.37827236,5.58655862,5.04699474,4.67651964,4.40369034,3.84852695,3.37843495,3.30357178,3.25041227,2.94608114,2.27104244,2.23761040,1.84488393,1.21942667,0.63590811,0.62859098,0.37510423,0.36907032,0.08051736,0.00380774,-0.05451253,-0.10596500,-0.67489861,-0.88560703,-1.23496635,-1.42713264,-1.96860735,-2.07956614,-2.53103634,-3.06594768,-3.23141634,-3.28982378,-3.37768891,-3.60226353,-4.02965008,-4.09921397,-4.46027975,-4.69612908,-4.96885549,-5.00501750,-5.27547568,-6.42097121
314,20.43152513,5.58296489,5.04834881,4.51548658,4.42258756,3.84775387,3.44504779,3.25498447,3.25221424,2.92512636,2.39583440,2.10339333,1.84836831,1.19409478,0.85197048,0.56558124,0.37513405,0.35245086,0.08271279,0.00336702,-0.09447738,-0.10507788,-0.68474063,-0.75297084,-1.20008915,-1.48857362,-1.89096564,-2.08293525,-2.51653055,-3.16157073,-3.26027538,-3.28681662,-3.38207040,-3.59204810,-3.94984192,-4.08283628,-4.60358229,-4.69016766,-4.93133188,-5.00594141,-5.24067355,-6.49542981
315,20.33018205,5.63393290,5.12691605,4.66148971,4.39959103,3.68644371,3.39256315,3.38920368,3.14670161,2.85109101,2.23516319,2.12049919,2.06547584,1.07482278,0.95416938,0.61110637,0.56452697,0.34070466,0.27879470,-0.04147677,-0.05858669,-0.18367043,-0.64598210,-0.99067407,-1.13266980,-1.43114271,-2.03737368,-2.27444906,-2.63330580,-3.09949924,-3.21889266,-3.26343668,-3.63301637,-3.65644597,-3.99167389,-4.03358309,-4.36145214,-4.60699688,-4.98229134,-4.99397621,-5.23887245,-6.35390996
316,20.27636828,5.63723443,5.12402543,4.80540289,4.38418810,3.68658699,3.46855938,3.31370976,3.13460124,2.87784022,2.19247799,2.14222499,2.09308924,1.10740826,0.85210490,0.62078801,0.48969126,0.35217833,0.27281451,-0.01723665,-0.06224081,-0.18358203,-0.64540266,-1.11544674,-1.18040507,-1.34901795,-2.09125127,-2.26825727,-2.65585734,-2.96877818,-3.21490230,-3.26641224,-3.62658618,-3.67692806,-4.01782340,-4.13896536,-4.19606095,-4.60869113,-4.99266058,-5.00305937,-5.28356033,-6.26816833
317,20.37839062,5.58275653,5.15341371,4.62150105,4.46692929,3.68322123,3.45385878,3.26097065,3.14868252,2.81390486,2.38895042,2.12492515,2.06415934,0.95435160,0.90771095,0.64034094,0.56099330,0.28515065,0.26286886,-0.05731617,-0.06564951,-0.18371784,-0.70554428,-0.94521220,-1.04761873,-1.48906917,-1.88769944,-2.29547729,-2.53841641,-3.10015757,-3.22243323,-3.22905575,-3.54965180,-3.65462677,-3.96528255,-4.10394009,-4.45473556,-4.56944693,-4.96688064,-5.07032562,-5.23841307,-6.41240983
318,20.32484239,5.58574443,5.15119970,4.78159936,4.45210628,3.68443122,3.38510944,3.30693908,3.14161786,2.84621883,2.28338314,2.19162466,2.10096698,0.93847081,0.85557159,0.61957964,0.51279747,0.28581966,0.27741360,-0.02891235,-0.06100078,-0.18359011,-0.69791688,-1.01308827,-1.13214082,-1.42591145,-1.96899025,-2.28820450,-2.55057529,-2.96890765,-3.21726687,-3.23355934,-3.55727908,-3.65134056,-4.04793726,-4.12618571,-4.33697734,-4.57103053,-4.98769989,-5.07003218,-5.28345849,-6.32343054
319,20.37799443,5.63724144,5.08490212,4.59800695,4.33388209,3.90123615,3.39127413,3.38446790,3.20877039,2.82408312,2.24908328,2.03668810,1.82450380,1.27704344,0.77837197,0.68811255,0.52686710,0.45999684,0.13897375,0.02822496,-0.04083492,-0.05679502,-0.62455884,-0.98937738,-1.26155037,-1.42998304,-2.03737513,-2.13386808,-2.63993568,-3.13929688,-3.20521121,-3.31649879,-3.51911884,-3.69535167,-3.98549154,-4.00405791,-4.46343211,-4.69143063,-4.88743707,-4.92729316,-5.27709702,-6.42372921
320,20.32442879,5.64009893,5.08310179,4.74158914,4.31452518,3.90313400,3.47003718,3.31832338,3.19281691,2.84149113,2.17791497,2.12590785,1.82336585,1.28291547,0.76822474,0.54970270,0.53475181,0.44887680,0.13433597,0.03502289,-0.03150675,-0.04325154,-0.62388664,-1.05948479,-1.35075751,-1.35289778,-2.09360376,-2.11840325,-2.65940726,-3.05501584,-3.20465768,-3.31808468,-3.49542519,-3.72393568,-3.97562910,-4.13826564,-4.25966563,-4.69504044,-4.91684569,-4.92729255,-5.31670823,-6.35079984
321,20.37778505,5.63862987,5.08338667,4.60997878,4.35536383,3.79379011,3.46747179,3.33576416,3.28307548,2.83821934,2.17760839,2.14099322,1.89865797,1.20138351,0.66182092,0.62730715,0.47960993,0.46599160,0.19670763,-0.02096610,-0.02723988,-0.05036073,-0.63236150,-0.94344814,-1.20328999,-1.35364794,-2.09047560,-2.15174725,-2.62749917,-3.13355183,-3.23079800,-3.30683372,-3.50548894,-3.68055682,-4.00223593,-4.09047149,-4.36375964,-4.67074755,-4.86827761,-4.94419096,-5.27608490,-6.45951170
322,20.43105543,5.63520179,5.08524094,4.46371982,4.37409190,3.79369407,3.38446868,3.38327157,3.31592511,2.82234762,2.26359902,2.03394381,1.89882919,1.18147416,0.84581142,0.59096258,0.47974509,0.46521485,0.19778869,-0.02085960,-0.03053094,-0.07908201,-0.63367571,-0.78462684,-1.17823659,-1.43003541,-2.03737398,-2.16197372,-2.60080397,-3.18426922,-3.25965452,-3.30479544,-3.52523301,-3.66067629,-3.95915194,-4.02405030,-4.57562165,-4.67072152,-4.81925442,-4.94658719,-5.24005489,-6.51911658
323,20.42600663,5.58569194,5.12344918,4.56538022,4.38429383,3.88650380,3.44632203,3.25711364,3.21187166,2.79099969,2.38251951,2.03591317,1.86069171,1.21010297,0.79624222,0.57928992,0.46270387,0.46024063,0.15525233,0.01827011,-0.03835971,-0.07672280,-0.68022164,-0.86773361,-1.24434559,-1.48907063,-1.89130758,-2.15739473,-2.55494619,-3.14235122,-3.20994848,-3.26354976,-3.51932620,-3.62582756,-3.98241529,-4.06414571,-4.54594468,-4.62595784,-4.88093367,-5.03295308,-5.27397617,-6.47142692
324,20.37270328,5.58843476,5.12222738,4.72249608,4.36566507,3.89279834,3.38291391,3.30745607,3.20405842,2.81259729,2.25301904,2.17739144,1.85988911,1.21259063,0.67390202,0.56172507,0.46586313,0.44959189,0.15154438,0.02468639,-0.03839042,-0.04106139,-0.67314220,-0.90712969,-1.35075733,-1.42773324,-1.96740089,-2.14099947,-2.56472202,-3.05557030,-3.20830996,-3.26654150,-3.49704388,-3.64050096,-4.02231439,-4.13184315,-4.38922697,-4.63105245,-4.90768156,-5.03111566,-5.31464662,-6.39436966
325,20.42604866,5.58634879,5.12223266,4.58677332,4.40907413,3.78926664,3.38339613,3.31120789,3.30319208,2.80999714,2.27145957,2.17709955,1.91569505,1.08952408,0.63486923,0.62913691,0.48711314,0.35877106,0.20066665,-0.00970293,-0.02871169,-0.05563610,-0.67977574,-0.78196798,-1.18820012,-1.42879406,-1.96668938,-2.17527720,-2.52786681,-3.13416144,-3.23892500,-3.25999139,-3.50985435,-3.59124126,-4.03136755,-4.08760723,-4.52227356,-4.61989601,-4.84815999,-5.03330317,-5.27470768,-6.49776202
326,20.47905833,5.58289808,5.12346228,4.42721831,4.42201136,3.78898290,3.44710548,3.31816876,3.24852987,2.78986775,2.39802026,2.03325136,1.91959394,1.07475336,0.85266056,0.56512593,0.48718088,0.34036916,0.20156950,-0.00932287,-0.03122492,-0.09464894,-0.67305094,-0.68837654,-1.12818160,-1.48907091,-1.88954199,-2.18623351,-2.51308787,-3.18430373,-3.25652299,-3.27515705,-3.52663470,-3.58139817,-3.94609158,-4.08361626,-4.61883822,-4.69108441,-4.80030739,-5.03407549,-5.23769468,-6.56136332
327,20.38100086,5.56630091,5.36871638,4.48737672,4.38855623,3.75540400,3.46162590,3.26347446,3.16876000,2.82930616,2.51419125,2.24060708,1.79226317,1.07625498,0.83703574,0.56354553,0.36394717,0.22928834,0.16110267,0.06507048,-0.01295538,-0.15683760,-0.67910275,-0.81423159,-1.32442479,-1.45908944,-1.74657263,-2.23366777,-2.76932023,-3.14030660,-3.17819556,-3.35275288,-3.40004452,-3.49770772,-3.92768585,-4.10931292,-4.48113008,-4.67678913,-4.80739429,-5.06412292,-5.25513736,-6.42704605
328,20.32809241,5.56621301,5.37458899,4.55718924,4.44079433,3.66281367,3.46542739,3.25467860,3.17174465,2.83804494,2.53935635,2.22854089,1.91223646,1.11297306,0.88367090,0.47048771,0.38131020,0.23629322,0.17658106,0.07405225,-0.07538702,-0.21198713,-0.67694251,-0.94085000,-1.33428650,-1.45389277,-1.75798112,-2.22515387,-2.81861602,-3.07044792,-3.16397103,-3.33387491,-3.39851724,-3.55561025,-3.96515004,-4.09110886,-4.43132765,-4.66321337,-4.87465347,-5.08461639,-5.23599754,-6.31150368
