graph_idx,ev_1,ev_2,ev_3,ev_4,ev_5,ev_6,ev_7,ev_8,ev_9,ev_10,ev_11,ev_12,ev_13,ev_14,ev_15,ev_16,ev_17,ev_18,ev_19,ev_20,ev_21,ev_22,ev_23,ev_24,ev_25,ev_26,ev_27,ev_28,ev_29,ev_30,ev_31,ev_32,ev_33,ev_34,ev_35,ev_36,ev_37,ev_38,ev_39,ev_40,ev_41,ev_42
88,20.40975070,5.28891683,5.21853826,4.78941002,4.37098850,3.57910961,3.50077971,3.36553732,3.23208116,2.81617968,2.32718163,2.22184092,2.02893679,1.16903154,0.97864289,0.80155059,0.49457257,0.29486306,0.17734862,0.02617106,-0.07793031,-0.33853748,-0.66580402,-0.79762910,-1.15992159,-1.54597024,-1.91479454,-2.41991032,-2.67757694,-2.90923223,-3.15734395,-3.38496310,-3.57722468,-3.75525516,-4.03605669,-4.20079590,-4.29450730,-4.60767618,-4.73435094,-5.23364585,-5.30863632,-6.29366864
89,20.45980811,5.26722907,5.22025275,4.70650170,4.48206391,3.58227257,3.49947567,3.32338773,3.04916107,2.85204499,2.67046086,2.21429697,1.97491053,1.17864370,0.83801894,0.78089585,0.44896538,0.25740374,0.09413595,-0.04352837,-0.17937094,-0.33508084,-0.57788578,-0.69926202,-1.04028790,-1.60016118,-1.77969116,-2.47097733,-2.60881072,-2.86936319,-3.25847597,-3.30852094,-3.51054459,-3.75076186,-3.95484364,-4.33814241,-4.40629971,-4.61162141,-4.67346781,-5.17578681,-5.34720726,-6.35983766
90,20.40937195,5.29777742,5.22318404,4.75033775,4.40905841,3.57358423,3.48729021,3.20350040,3.06729600,2.87633834,2.71353333,2.17835613,2.06531390,1.24449192,1.04905563,0.73067724,0.27539789,0.16457314,0.13566111,0.03042329,-0.16186434,-0.30916771,-0.49551662,-0.85749172,-1.08673289,-1.48191388,-1.88249990,-2.41209280,-2.71512487,-2.80517951,-3.25254292,-3.46467280,-3.49609415,-3.67054349,-3.92553578,-4.20869641,-4.41411021,-4.45769828,-4.93632914,-5.19450240,-5.37173630,-6.28517618
91,20.51188579,5.27104294,5.22343457,4.58637182,4.45298344,3.67728563,3.49858530,3.32507761,3.07355433,2.82096310,2.55807890,2.23037352,1.94606922,1.15571754,0.87104190,0.82665155,0.47266048,0.25600730,0.11671686,0.00959700,-0.10884461,-0.33919153,-0.63028043,-0.69539900,-0.93764940,-1.67639008,-1.79461421,-2.46473255,-2.62837623,-2.87620732,-3.24853566,-3.31203130,-3.48694655,-3.75889035,-3.89051921,-4.30113659,-4.50584472,-4.61102321,-4.65557214,-5.17917796,-5.33355073,-6.44918501
92,20.50950877,5.26652141,5.21173073,4.64917979,4.45080036,3.64364359,3.59799671,3.34239030,3.13977491,2.78895992,2.41160691,2.10098947,2.02185534,1.03277617,0.93568781,0.71189909,0.49269767,0.32082397,0.21429367,0.03159656,-0.07488014,-0.25156687,-0.62081768,-0.69393017,-1.07904013,-1.60354534,-1.84612151,-2.44990724,-2.61912488,-2.92954942,-3.24544244,-3.28672176,-3.47170705,-3.73551351,-4.02446191,-4.22314031,-4.50296823,-4.59216684,-4.65548511,-5.20397998,-5.32225676,-6.44240588
93,20.31061294,5.29084394,5.22333106,5.02636659,4.44094933,3.48854962,3.46232957,3.18256960,3.04531217,2.87337661,2.65664636,2.16614827,2.16322773,1.09882266,1.00481320,0.70880059,0.27532205,0.17661569,0.13829214,0.00821043,-0.12513901,-0.30945326,-0.47521387,-0.85946527,-1.32189842,-1.32873753,-1.86486144,-2.42313125,-2.71429718,-2.82091218,-3.13732682,-3.45070707,-3.46631213,-3.68510465,-4.03101951,-4.12526873,-4.35840757,-4.45626698,-5.01546166,-5.25259911,-5.37236519,-6.14719171
94,20.40640323,5.29550408,5.22662691,4.77124613,4.39177323,3.55908119,3.49732880,3.26942357,3.19689734,2.89345875,2.41287726,2.17999584,2.10657384,1.27971132,0.99518122,0.73683083,0.27532722,0.26379912,0.14565561,0.03207310,-0.00270631,-0.30863303,-0.62257998,-0.85980274,-1.18137088,-1.43516756,-1.93622611,-2.39332991,-2.71530340,-2.88297884,-3.15203903,-3.46585438,-3.51720974,-3.67247114,-4.02170251,-4.21910504,-4.33102139,-4.46130104,-4.88554165,-5.25773039,-5.35707503,-6.25661850
95,20.45916625,5.30015236,5.22502215,4.60677087,4.39584159,3.62011910,3.49424967,3.20366284,3.17504955,2.88697007,2.56869235,2.18528022,2.04221341,1.24095895,1.14983734,0.73872391,0.27532725,0.18226775,0.14183281,0.03982947,-0.07932167,-0.30872451,-0.58460156,-0.85980492,-0.98560170,-1.52857256,-1.91033605,-2.39620993,-2.71519032,-2.83267372,-3.26436249,-3.46610599,-3.51380129,-3.67255149,-3.85322273,-4.25654562,-4.45025490,-4.45764331,-4.87262517,-5.21093684,-5.36046503,-6.35241612
96,20.35921826,5.29479666,5.22281939,4.84743305,4.46108881,3.49013694,3.48848326,3.18947338,3.00137976,2.86723306,2.85486885,2.16885640,2.10408003,1.13501360,1.08167550,0.71815186,0.27532206,0.15497153,0.12096246,0.01468951,-0.27696915,-0.31413890,-0.41445263,-0.85946597,-1.15214749,-1.43827649,-1.85326448,-2.42576045,-2.71363197,-2.77992390,-3.28421857,-3.44360037,-3.46700063,-3.68754563,-3.98958653,-4.10529554,-4.42250457,-4.45447688,-4.98586499,-5.18703128,-5.37962022,-6.21587773
97,20.46996790,5.40728124,5.17419756,4.52480902,4.38765776,3.67288886,3.59717418,3.35634389,3.20174463,2.84501549,2.42955793,2.04151751,1.98393054,1.15143953,1.04775379,0.60346523,0.48853152,0.32047151,0.13930196,-0.00847809,-0.07423981,-0.26537872,-0.65831268,-0.81543684,-0.93039401,-1.51952439,-1.97252948,-2.40972818,-2.67530967,-2.93340104,-3.19627831,-3.35755814,-3.48333933,-3.73892049,-3.91758322,-4.10087554,-4.53471414,-4.61303621,-4.81861959,-5.15862025,-5.19324419,-6.46752774
98,20.51943930,5.37965631,5.18311704,4.48976077,4.45201581,3.66936862,3.65163151,3.33994278,3.08858058,2.83817752,2.52888576,2.05912845,1.99230923,1.06042762,0.90838993,0.60967005,0.48552823,0.32581289,0.10864091,-0.00515831,-0.09494049,-0.25699318,-0.65379257,-0.70044655,-0.91598941,-1.56085203,-1.88119969,-2.45561666,-2.61401439,-2.93263747,-3.20778497,-3.27122655,-3.43887489,-3.71993187,-3.91981535,-4.16481200,-4.60928395,-4.63750991,-4.74675155,-5.15656560,-5.22382169,-6.52246422
99,20.42176492,5.46770478,5.14992371,4.65569689,4.41465208,3.66994102,3.46917423,3.34668107,3.13924041,2.88483285,2.33420106,2.20483362,2.04626392,0.99330996,0.86381665,0.61029653,0.51164851,0.43914332,0.14695126,0.02526305,-0.03936424,-0.25185685,-0.66055073,-0.87224980,-1.10424712,-1.40844432,-1.93842540,-2.41351352,-2.67429752,-2.96718775,-3.08481510,-3.29809756,-3.53361695,-3.67315513,-4.06073777,-4.07273762,-4.47555230,-4.67168436,-4.78945098,-5.16262212,-5.21588456,-6.42684812
100,20.37108124,5.46820106,5.15859648,4.76695376,4.41231691,3.59037344,3.46991709,3.30102190,3.12834598,2.90710548,2.33785300,2.25904515,2.13806901,0.95615970,0.92532778,0.59711046,0.51593783,0.36673050,0.16472467,0.04147237,-0.03159260,-0.32655722,-0.66140980,-0.95735857,-1.14208395,-1.40586419,-1.94038585,-2.42299458,-2.69593198,-2.92998972,-3.01136324,-3.30138046,-3.54512160,-3.70703736,-4.06433432,-4.12808285,-4.34696920,-4.66342476,-4.84494162,-5.17107232,-5.24336219,-6.33508544
101,20.51700749,5.34813682,5.17954876,4.49259649,4.41814325,3.64151128,3.52499614,3.33842655,3.08387974,2.83975536,2.49001561,2.09839514,2.05742589,1.15966911,0.93928546,0.71085843,0.48093320,0.44032116,0.14597586,0.03900579,-0.10174425,-0.25980377,-0.66954867,-0.79615636,-0.92504478,-1.59593349,-1.79893368,-2.41067201,-2.65591923,-2.92088328,-3.28850530,-3.36600888,-3.53522738,-3.68680817,-3.86585478,-4.15739504,-4.61887991,-4.65619849,-4.69426674,-5.15627316,-5.28198691,-6.50384328
102,20.41421603,5.34746214,5.19332112,4.76641669,4.41186835,3.51530296,3.47648869,3.32643307,3.12862218,2.86046012,2.36914601,2.25645147,2.13723616,0.98522232,0.92650536,0.82459079,0.49124109,0.38871417,0.19746641,0.05331191,-0.05977878,-0.34037730,-0.66573164,-0.89939716,-1.14047267,-1.52298739,-1.85617073,-2.42256808,-2.69440495,-2.91147317,-3.12843973,-3.30912228,-3.53896779,-3.75372343,-4.03354754,-4.13360208,-4.40713004,-4.64439322,-4.74429646,-5.23701284,-5.29127269,-6.33560709
103,20.41445270,5.34732009,5.18486331,4.71247929,4.46002500,3.50975370,3.44329642,3.31602871,3.04823462,2.87206010,2.65318925,2.22073190,2.09333843,1.14872486,0.85157912,0.79903880,0.44906701,0.38680167,0.11718088,-0.01319155,-0.18151483,-0.33647224,-0.66140227,-0.82120615,-1.07142277,-1.54089244,-1.76632912,-2.41935377,-2.64543640,-2.88956606,-3.29624497,-3.30672523,-3.55153921,-3.72806174,-3.94334555,-4.23246058,-4.40035638,-4.65404826,-4.74785774,-5.17998785,-5.30385501,-6.33689576
104,20.46459388,5.34722315,5.18382703,4.65683835,4.40827660,3.63515979,3.47857464,3.34071087,3.13774705,2.83793355,2.35389915,2.19886221,2.05245659,1.03041020,0.95238224,0.71305271,0.49399888,0.43671638,0.21964864,0.04871438,-0.06460548,-0.25599826,-0.66597148,-0.83527254,-1.09170753,-1.52935301,-1.85458518,-2.41325809,-2.66878254,-2.93868851,-3.23916116,-3.30299634,-3.53535980,-3.69136789,-4.02411606,-4.10345320,-4.53078096,-4.63909828,-4.69020147,-5.20986071,-5.27913734,-6.42727046
105,20.36400897,5.34736101,5.18333876,4.88333094,4.44309914,3.50850725,3.39855393,3.31596919,3.08509602,2.86010253,2.52332173,2.24628706,2.14185648,1.02959387,0.86331797,0.78720580,0.45790172,0.39291343,0.15019941,-0.00386262,-0.08470621,-0.33788037,-0.66950494,-0.85358646,-1.23433541,-1.46803842,-1.81236658,-2.42022068,-2.65374901,-2.90959095,-3.15659911,-3.29677652,-3.54857764,-3.74117901,-4.06096251,-4.13764467,-4.37841166,-4.65963162,-4.75268394,-5.23605365,-5.30149891,-6.26410430
106,20.46689105,5.34833011,5.19420187,4.60038052,4.42001129,3.54991870,3.49665897,3.32350360,3.07283189,2.86026527,2.49676482,2.23965323,2.07459829,1.13767759,0.89698620,0.82531902,0.47262274,0.38365256,0.13368697,0.03781309,-0.09968186,-0.33954545,-0.66902660,-0.87113622,-0.96221805,-1.59372619,-1.79838827,-2.42173239,-2.68299178,-2.88594588,-3.24855172,-3.32837505,-3.53834712,-3.73881271,-3.88607162,-4.18099170,-4.49149303,-4.64952519,-4.74212039,-5.18340925,-5.29305489,-6.42662244
107,20.41984841,5.40979225,5.17333560,4.66476121,4.39544328,3.66398997,3.49819750,3.34737288,3.17758343,2.85394320,2.55485760,2.02668063,2.01287003,1.19878723,0.94191218,0.60604588,0.47652532,0.31947425,0.08927713,-0.02760821,-0.12221681,-0.26409956,-0.65347318,-0.87996700,-0.96185297,-1.45907897,-1.93574764,-2.41064734,-2.63897930,-2.93844774,-3.23034756,-3.35769518,-3.45089925,-3.75339224,-3.93554081,-4.12818449,-4.41720938,-4.61313963,-4.88080789,-5.15015393,-5.22036426,-6.40084464
108,20.46719499,5.37936140,5.17535414,4.65260264,4.43829642,3.65809710,3.57156469,3.33587444,3.06684977,2.86154531,2.65338692,2.03967913,2.01667977,1.11855546,0.82640911,0.61210122,0.47140510,0.32489694,0.07027237,-0.02740164,-0.18170934,-0.25908062,-0.67131916,-0.74589770,-0.95601583,-1.49991112,-1.84393271,-2.46003381,-2.58473832,-2.93765517,-3.22485621,-3.29648004,-3.43380877,-3.72355775,-3.93208268,-4.21749497,-4.50415816,-4.61531194,-4.77913778,-5.15001418,-5.25249430,-6.44303473
109,20.46682471,5.37921264,5.18669823,4.64695148,4.45876571,3.65893747,3.61396980,3.34394664,3.14079453,2.83579004,2.38961253,2.10826377,2.03240250,0.94929360,0.88321961,0.61680142,0.51127443,0.32475405,0.15862001,0.00938536,-0.06114241,-0.25674642,-0.67360078,-0.69788549,-1.08621924,-1.49301838,-1.92657194,-2.45026378,-2.62364803,-2.95282788,-3.11210262,-3.27014418,-3.43821806,-3.72553013,-4.06646764,-4.15331559,-4.48798535,-4.62299178,-4.74808372,-5.20767717,-5.21905009,-6.44202786
110,20.41645385,5.37825358,5.20261222,4.75741426,4.44911754,3.61423076,3.58342665,3.29794357,3.12819373,2.86122557,2.39555876,2.21939248,2.05526722,0.94511516,0.91053638,0.61044088,0.51395303,0.24951483,0.16660047,0.02920704,-0.06637598,-0.32636557,-0.68862466,-0.72245811,-1.14185957,-1.48568592,-1.93048184,-2.46028917,-2.63628280,-2.92962921,-3.02561840,-3.28970519,-3.46040343,-3.74378253,-4.08436815,-4.21536429,-4.36346115,-4.62782165,-4.76959833,-5.21495108,-5.24765902,-6.35367191
111,20.41708654,5.40738662,5.17839991,4.67370860,4.38111149,3.67224077,3.56803734,3.36908502,3.24129864,2.84420852,2.29499770,2.10669589,2.01228772,1.18506406,0.88382300,0.61334451,0.50974999,0.31969899,0.18192314,0.00313241,-0.05643264,-0.26420712,-0.65941640,-0.85817427,-1.08407766,-1.43692310,-2.00800644,-2.40806724,-2.68803845,-2.95275238,-3.10802073,-3.35937044,-3.48376717,-3.73681695,-4.06799186,-4.10208879,-4.35619328,-4.61558689,-4.83260529,-5.18478208,-5.20880098,-6.39116072
112,20.36909599,5.41386671,5.17871790,4.80576150,4.39023237,3.66435897,3.45357154,3.35878381,3.21498140,2.84735714,2.41394461,2.10588195,2.01464163,1.15260272,0.87210274,0.61535812,0.49538022,0.32408491,0.11793072,-0.01693269,-0.06819751,-0.26455702,-0.65726896,-0.88655109,-1.16115616,-1.37111224,-1.96703678,-2.40996361,-2.64996800,-2.95238245,-3.13056958,-3.35522614,-3.45325777,-3.74712374,-4.00417430,-4.17085778,-4.28060650,-4.61381131,-4.89766692,-5.18021247,-5.23133107,-6.33869087
113,20.41679732,5.38068316,5.17856219,4.79405147,4.45582864,3.65810546,3.53400996,3.33782342,3.09984797,2.84062819,2.51627761,2.10529748,2.03121872,0.98511595,0.82862364,0.61865530,0.49226272,0.32913479,0.09027292,-0.01886714,-0.08972841,-0.26074006,-0.67823795,-0.73934517,-1.14748413,-1.43074948,-1.88224898,-2.45632626,-2.59289650,-2.95238701,-3.13467106,-3.27164561,-3.43397104,-3.72593397,-4.03031459,-4.19831838,-4.41318766,-4.61722294,-4.79243480,-5.19069456,-5.25627223,-6.37951897
114,20.27232028,5.49686782,5.13724531,4.92593987,4.36847551,3.59596430,3.33580462,3.29530505,3.19246419,2.90953291,2.37836418,2.21183378,2.14178660,1.15663585,0.91707926,0.54977675,0.49433073,0.37969213,0.12855109,0.00082772,-0.04236270,-0.32526802,-0.62969027,-1.00928279,-1.26662971,-1.32223439,-1.97812676,-2.36674700,-2.71423338,-2.92847959,-3.09522214,-3.33633515,-3.56296727,-3.71200204,-4.06531923,-4.10243217,-4.20190233,-4.68139711,-4.94659858,-5.14785038,-5.24142941,-6.21228754
115,20.32323688,5.49759637,5.13027906,4.82076459,4.36689834,3.67531861,3.36111980,3.30940691,3.21212011,2.88783999,2.38404254,2.18293663,2.00739566,1.15902010,0.88550971,0.60754194,0.49833711,0.43954535,0.08942821,-0.00021392,-0.05096635,-0.25627499,-0.62736304,-1.04862987,-1.15727899,-1.31487821,-1.97794326,-2.35274797,-2.70369253,-2.99215697,-3.12570579,-3.32687186,-3.52431444,-3.72903545,-4.00999642,-4.10256456,-4.25503210,-4.68000544,-4.91883800,-5.13952912,-5.22214943,-6.32214918
116,20.37420727,5.49453215,5.12431453,4.68116536,4.37851586,3.67421492,3.36235991,3.34382894,3.17752638,2.88839759,2.50121581,2.12174070,2.00476277,1.17653601,0.97456271,0.59690217,0.48292542,0.44548344,0.06618196,-0.00029749,-0.12348568,-0.25606915,-0.62328094,-0.94389783,-1.06100793,-1.38300842,-1.94352200,-2.34797579,-2.69134243,-2.97602233,-3.24786892,-3.32757933,-3.52857741,-3.73630756,-3.94382510,-4.08024084,-4.37813392,-4.68222214,-4.89477054,-5.14809183,-5.17164832,-6.38019801
117,20.42467292,5.49240182,5.12999535,4.54408535,4.36408595,3.68032935,3.46716570,3.35585403,3.19799191,2.88845174,2.34484942,2.11045439,2.01119935,1.16885301,1.03789817,0.59410369,0.48830951,0.46148619,0.12301025,0.01091805,-0.06089553,-0.25761288,-0.62923018,-0.85778395,-1.06092281,-1.42728560,-1.98758629,-2.35828414,-2.74995888,-2.96013639,-3.19113782,-3.33035453,-3.58385004,-3.71633561,-3.91967420,-4.03224250,-4.50438957,-4.67987061,-4.83677063,-5.13426063,-5.17080501,-6.44672835
118,20.42200360,5.46793227,5.13318768,4.65030506,4.41996349,3.66836425,3.42327742,3.33886892,3.06596676,2.88865095,2.63342615,2.11910928,2.03354130,1.07526245,0.89048468,0.60605754,0.48309989,0.42721957,0.05348640,0.01192755,-0.18661985,-0.25215837,-0.66306419,-0.92272111,-0.95861050,-1.41859248,-1.84348510,-2.40479678,-2.61731910,-2.96295650,-3.26217749,-3.29575713,-3.51159878,-3.68371688,-3.93690514,-4.15350952,-4.48460077,-4.67915954,-4.80052958,-5.15562596,-5.19385625,-6.42437420
119,20.31540423,5.35139770,5.26951979,4.92415237,4.37718262,3.59443105,3.49995734,3.16254926,3.11121716,2.97145122,2.48634764,2.16020212,2.12770689,1.21968066,0.92844039,0.54677183,0.28305656,0.21055234,0.14867669,0.02614469,-0.05028325,-0.27121135,-0.69447266,-0.85483525,-1.24717970,-1.29163400,-1.96647688,-2.40908566,-2.76929468,-2.85644238,-2.99156582,-3.46399752,-3.50918487,-3.59070701,-4.04736388,-4.15612229,-4.29991110,-4.47283567,-5.06346424,-5.23577307,-5.27007911,-6.20292215
120,20.47398357,5.50396807,5.17806559,4.49831037,4.41460116,3.66059131,3.53899352,3.25432831,3.08669198,2.84679258,2.48280386,2.10016954,1.99686887,0.98683998,0.93808606,0.70519624,0.46768330,0.41986434,0.14041156,0.03472818,-0.10490884,-0.15715171,-0.66817202,-0.78765488,-0.95453604,-1.54348751,-1.79517804,-2.29563023,-2.66036856,-3.15049079,-3.22416114,-3.31653696,-3.52868822,-3.68863858,-3.89953383,-4.11442829,-4.62641453,-4.67281738,-4.70546244,-5.14893527,-5.18703160,-6.49875150
121,20.42379021,5.50435820,5.19130489,4.60250478,4.42595107,3.56552074,3.53952070,3.21835824,3.05106899,2.87329757,2.49348259,2.17763286,2.06744502,1.01753308,0.90174635,0.79007820,0.42853994,0.38439418,0.13188664,0.00961037,-0.11217614,-0.19272730,-0.66901201,-0.89668917,-0.96227076,-1.54249418,-1.79491135,-2.32035542,-2.68537082,-3.10734172,-3.18929609,-3.27316255,-3.53633576,-3.74344323,-3.91162855,-4.14521845,-4.50200575,-4.66482854,-4.76211932,-5.15530786,-5.20940166,-6.42192800
122,20.46624260,5.41667887,5.21773396,4.64978298,4.45561544,3.65591674,3.62393182,3.25915460,3.13498729,2.79588465,2.41164043,2.08965737,1.97677515,0.94005548,0.83297302,0.71172760,0.46505493,0.32018043,0.19093435,0.04704731,-0.10398855,-0.15250958,-0.61881682,-0.69407075,-1.08218096,-1.55452419,-1.84355593,-2.32561116,-2.63212877,-3.09930284,-3.24482756,-3.26047400,-3.43121604,-3.72209909,-4.05856509,-4.18244286,-4.50305785,-4.60958256,-4.67920549,-5.18952904,-5.23645719,-6.43782871
123,20.32783905,5.61471612,5.14735649,4.71818862,4.44816573,3.67717991,3.42343576,3.20120239,3.01834346,2.89453905,2.64358006,2.15459865,2.07883623,1.05242707,0.85801865,0.55001015,0.39371793,0.37055831,0.09680622,-0.01798639,-0.15705113,-0.20045825,-0.67629987,-0.94122324,-1.07322880,-1.37769444,-1.83932958,-2.32634976,-2.63662804,-3.08648215,-3.17887613,-3.30484655,-3.52296144,-3.66177408,-4.03199504,-4.10904534,-4.37224531,-4.67133650,-4.87883204,-5.06294461,-5.20950581,-6.33242538
124,20.27975931,5.64319973,5.13660800,4.77559121,4.37708697,3.68164236,3.35544731,3.26127862,3.08670173,2.89222246,2.49250779,2.14848221,2.07269978,1.16716339,0.93044468,0.54395133,0.40550069,0.36638391,0.09821078,-0.02042758,-0.12525054,-0.17008641,-0.62793217,-0.96978968,-1.16526229,-1.32991350,-1.94643455,-2.27663850,-2.70647099,-3.08330389,-3.17905281,-3.33136115,-3.55556585,-3.68795181,-4.03638520,-4.07375687,-4.28966937,-4.67872053,-4.94689007,-5.02230711,-5.20965303,-6.28205837
125,20.27682382,5.64050776,5.14150558,4.80424968,4.34043007,3.68251109,3.48388489,3.26794810,3.12858651,2.88923646,2.23193362,2.19920745,2.07608047,1.19083191,0.87446256,0.53957935,0.41960667,0.34670146,0.15919052,0.04449795,-0.06434588,-0.16704621,-0.63083724,-1.08054644,-1.17873340,-1.30549083,-2.02373029,-2.26960377,-2.78516889,-2.95565249,-3.17094462,-3.28474622,-3.60883347,-3.69039760,-3.99697742,-4.14803328,-4.23796108,-4.67598230,-4.92595165,-4.99823169,-5.26983408,-6.26872706
126,20.33065536,5.64017736,5.14369695,4.65755422,4.34804584,3.68276784,3.47740589,3.26989764,3.10717818,2.89018430,2.32564130,2.16220547,2.05113164,1.15864938,0.97458777,0.55531417,0.46791595,0.37030537,0.10893691,0.02079241,-0.07586357,-0.16701356,-0.63079358,-0.97375070,-1.10188060,-1.37063313,-1.98888464,-2.27196789,-2.76940265,-3.06285552,-3.18046306,-3.29657207,-3.60880457,-3.69022695,-3.95373279,-4.04891187,-4.38541918,-4.67625443,-4.91358868,-5.00036178,-5.21890717,-6.35675556
127,20.22261213,5.46962997,5.19209633,5.03669108,4.38921632,3.59129733,3.32519599,3.11217898,3.09194126,2.96523517,2.56708401,2.29723896,2.13294980,1.11353905,0.96395529,0.49089356,0.35564164,0.24852642,0.16038939,0.00541868,-0.12501413,-0.26943942,-0.79047658,-0.79164547,-1.17981916,-1.38673470,-1.93577441,-2.35212994,-2.82781375,-2.97395898,-2.98347371,-3.43299355,-3.54547896,-3.57339422,-4.00404127,-4.13660023,-4.14495772,-4.55608866,-5.15363624,-5.18285649,-5.25425909,-6.13114468
128,20.27181991,5.46823868,5.19790688,4.86181349,4.40784816,3.59043828,3.34995689,3.13562565,3.06948355,2.92426382,2.77023634,2.23164373,2.13415633,1.09601672,1.07485390,0.52991192,0.34454222,0.21877371,0.17813199,0.00934775,-0.26615249,-0.28149868,-0.71534365,-0.79048940,-1.24857036,-1.25555112,-1.92762305,-2.35329258,-2.78425358,-2.97387773,-3.16988959,-3.43304662,-3.54082244,-3.57496358,-4.00526695,-4.04552157,-4.24847951,-4.55319312,-5.10787580,-5.19067354,-5.20296902,-6.19565553
129,20.31958236,5.46663153,5.20151541,4.78541128,4.34406171,3.60462363,3.41410976,3.28979182,3.13200872,3.01603988,2.30121128,2.24389810,2.13862792,1.29349219,0.91936690,0.53917659,0.37352903,0.27531882,0.17732335,0.02496163,0.02304906,-0.26981988,-0.79285897,-0.91749806,-1.22219890,-1.27118124,-2.00283970,-2.35959555,-2.87146918,-2.93207140,-2.99672172,-3.43470826,-3.58619688,-3.60128015,-4.08257680,-4.08431826,-4.22254287,-4.55152734,-5.00010241,-5.16489325,-5.27890205,-6.24042808
130,20.37300465,5.46643296,5.20888717,4.62380851,4.34804924,3.59933024,3.47378936,3.19611986,3.14480242,3.00571789,2.44957498,2.17838333,2.13898206,1.25516276,1.06169009,0.58096802,0.35087220,0.23613976,0.19425413,0.02447167,-0.07115458,-0.27018962,-0.79294262,-0.84611562,-1.08610861,-1.33162791,-1.98268615,-2.35967554,-2.82638612,-2.98914040,-3.07313066,-3.43513413,-3.58586467,-3.60551676,-3.91688592,-4.08431930,-4.38846385,-4.54944119,-4.97125595,-5.16729733,-5.24458918,-6.33251522
131,20.27132107,5.46689664,5.19702166,4.92613869,4.35599289,3.59771891,3.39150689,3.17398776,3.10687447,2.99898478,2.44790307,2.25095903,2.13429798,1.22777519,0.92157783,0.51213389,0.36458267,0.26545859,0.16754017,0.02937098,-0.05239083,-0.26962377,-0.78263950,-0.85533784,-1.22967540,-1.31923477,-1.96558156,-2.36124243,-2.85531380,-2.91190875,-3.01393961,-3.43315889,-3.56060073,-3.59970244,-4.03325352,-4.13957649,-4.16964757,-4.55407750,-5.07570690,-5.17922833,-5.25901935,-6.18718319
132,20.32259844,5.46698652,5.20345737,4.76246890,4.36273534,3.59629332,3.42961797,3.15473023,3.09201503,2.97352105,2.61091216,2.20171736,2.13072424,1.22617357,1.01564101,0.55314176,0.34773126,0.22980533,0.18469273,0.02350903,-0.16729205,-0.27019411,-0.75551639,-0.81057255,-1.18034777,-1.29632469,-1.95158715,-2.36118464,-2.81023823,-2.95987141,-3.12054156,-3.43328799,-3.55788003,-3.60314262,-3.94751205,-4.09277304,-4.31008494,-4.55160023,-5.03583799,-5.18398661,-5.22360227,-6.26509431
133,20.35872492,5.29342098,5.22332512,4.91605981,4.40317412,3.53139324,3.48566371,3.20291985,3.12667992,2.88647170,2.53796158,2.17309554,2.12516576,1.22491165,0.95840300,0.72479856,0.27555241,0.22330533,0.14415750,0.02696314,-0.05276570,-0.30883239,-0.54985389,-0.85814793,-1.26485764,-1.38165522,-1.90053177,-2.40928589,-2.71506805,-2.85000594,-3.13358069,-3.46477396,-3.49859975,-3.67163038,-4.04488241,-4.16699020,-4.34059062,-4.45954962,-4.95599357,-5.24320079,-5.36809714,-6.20325429
134,20.51238321,5.28906950,5.19849891,4.52676571,4.38688951,3.65444277,3.58184316,3.36518334,3.20389798,2.79317792,2.46020196,2.05356206,1.95767410,1.18549584,1.12500505,0.69740084,0.48069322,0.31606476,0.18298931,0.01886375,-0.09021706,-0.27064859,-0.66347127,-0.79986713,-0.87033166,-1.65744972,-1.86772227,-2.40921689,-2.66013571,-2.91073901,-3.32252720,-3.38893079,-3.50880743,-3.74736529,-3.86647760,-4.18146012,-4.53289825,-4.58205483,-4.73172599,-5.14758757,-5.31245442,-6.46801410
135,20.46246125,5.29062859,5.21724080,4.63594322,4.37876613,3.61574756,3.50070464,3.35417978,3.18837229,2.81925627,2.46009305,2.22072238,1.94234108,1.18147572,1.08220740,0.80010851,0.47846915,0.25583699,0.14658184,0.01458161,-0.09522999,-0.33816858,-0.66606818,-0.77721429,-0.96558851,-1.64818791,-1.86780534,-2.42245356,-2.67043400,-2.87815081,-3.26390900,-3.38597790,-3.57583759,-3.74832007,-3.88162767,-4.20917095,-4.43644770,-4.60654018,-4.73262774,-5.17854450,-5.31187167,-6.38554213
136,20.45943981,5.26826451,5.22480769,4.75747550,4.44813917,3.62320545,3.49953064,3.32731471,3.13016947,2.81382196,2.42745282,2.22289669,2.03273931,0.99970839,0.90242281,0.82640078,0.49177004,0.29270040,0.15728674,0.03070873,-0.07937170,-0.34009510,-0.63732359,-0.69111166,-1.13878990,-1.59112535,-1.84931008,-2.45928412,-2.63431593,-2.90509418,-3.15241504,-3.29878500,-3.48444273,-3.78027376,-4.03656378,-4.27388561,-4.40052566,-4.61171434,-4.65304529,-5.23397247,-5.33068379,-6.35412655
